publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2014p832727,earthquake,2014-11-05T02:37:22.247Z,2014-11-11T01:55:32.781Z,175.71024249999999256,-37.76098417000000040,3.56102527600000007,7.28515625000000000,M,,NonLinLoc,confirmed,manual,nz3drx,36,31,22,0.16626491730000001,57.30229132000000192,0.24009591740000000,0.00000000000000000
2014p823390,,2014-11-01T15:42:22.581Z,2014-11-01T15:46:00.953Z,175.89360400000001050,-37.42928081000000162,2.61901304100000010,303.12500000000000000,M,,NonLinLoc,,automatic,nz3drx,22,22,17,0.93099788699999997,267.18153360000002294,0.45121326220000002,0.00000000000000000
2014p793482,earthquake,2014-10-21T14:07:38.072Z,2014-10-29T01:33:13.340Z,174.98411559999999554,-35.89086151000000058,1.90825829600000008,5.00000000000000000,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,11,6,0.52101689579999999,192.98556519999999637,0.76583842140000002,0.00000000000000000
2014p772774,,2014-10-13T22:13:51.865Z,2014-10-13T22:16:44.416Z,174.71837629999998853,-37.87297758999999786,2.92681311599999994,329.37500000000000000,M,,NonLinLoc,,automatic,nz3drx,18,18,13,1.31369402999999996,291.32985930000000963,0.93503081480000005,0.00000000000000000
2014p748708,,2014-10-05T00:32:09.375Z,2014-10-05T00:35:01.309Z,175.21045280000001299,-37.50134587000000153,2.85017684999999998,261.87500000000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,6,1.65818792800000003,252.43002820000000952,0.50353225650000000,0.00000000000000000
2014p735129,,2014-09-29T23:57:11.873Z,2014-09-29T23:59:25.337Z,175.63304410000000644,-37.65916801000000191,2.13475317500000017,5.11718750000000000,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.12874061149999999,92.22043711000000599,0.62665814180000001,0.00000000000000000
2014p704432,,2014-09-18T15:21:41.673Z,2014-09-18T15:24:40.191Z,175.25435219999999958,-37.88627318999999716,2.63068018099999978,227.18750000000000000,M,,NonLinLoc,,automatic,nz3drx,18,18,13,1.22721280300000002,167.85181479999999965,0.38684505390000001,0.00000000000000000
2014p681903,,2014-09-10T07:18:22.610Z,2014-09-10T07:21:35.482Z,175.23222910000001207,-37.78552753000000308,2.35330552900000001,219.68750000000000000,M,,NonLinLoc,,automatic,nz3drx,17,17,13,0.22097796550000001,239.54305840000000671,0.29971570530000002,0.00000000000000000
2014p670354,outside of network interest,2014-09-06T00:44:40.860Z,2014-09-10T03:09:43.801Z,173.36812810000000695,-35.86166212999999914,3.89132391100000019,33.19749999999999801,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,10,10,7,3.98786864900000015,330.45284149999997680,1.24834615200000010,0.00000000000000000
2014p643701,,2014-08-27T04:04:04.156Z,2014-08-27T04:06:17.316Z,175.08967020000000048,-37.58055028999999791,2.00053630900000012,5.11718750000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.35670989520000002,133.96247470000000135,0.38178829100000000,0.00000000000000000
2014p623275,,2014-08-19T14:41:24.072Z,2014-08-19T14:45:08.035Z,175.08397110000001362,-37.93769071999999909,2.81637991900000006,213.12500000000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,11,1.59051790099999990,276.14736570000002303,0.50117826229999995,0.00000000000000000
2014p615593,,2014-08-16T18:28:14.019Z,2014-08-16T18:31:24.074Z,174.97326319999999100,-35.86276795999999933,2.93349350899999983,135.31250000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.54472121569999998,301.83519749999999249,0.33320891699999999,0.00000000000000000
2014p595811,earthquake,2014-08-09T10:48:11.710Z,2014-08-12T01:52:35.111Z,175.32837889999998993,-37.03058862000000317,1.79869678999999993,9.92187500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,15,13,8,0.28084808080000001,121.71507149999999342,0.29460664790000002,0.00000000000000000
2014p590364,,2014-08-07T10:26:13.675Z,2014-08-07T12:59:27.884Z,175.01697899999999208,-36.60510665999999702,1.66932231000000009,8.16406250000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,8,0.14843871829999999,84.23844511999999440,0.97019397580000000,0.00000000000000000
2014p588659,,2014-08-06T19:17:37.390Z,2014-08-06T19:20:33.681Z,175.27093849999999975,-37.75671272000000300,2.74660407500000003,205.62500000000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.79147482910000000,287.63826820000002726,0.98222781000000003,0.00000000000000000
2014p578434,,2014-08-03T00:30:05.610Z,2014-08-03T00:33:19.219Z,173.93343999999999028,-36.52709500000000276,3.70718209999999981,74.37500000000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.65028622999999997,229.47407000000001176,0.59064881999999996,0.00000000000000000
2014p542288,outside of network interest,2014-07-20T15:31:34.235Z,2014-07-22T04:36:56.861Z,174.51004000000000360,-36.84558899999999682,3.44957810000000009,106.25000000000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,11,1.49729540000000005,293.91005000000001246,1.21564239999999990,0.00000000000000000
2014p522947,,2014-07-13T11:46:26.208Z,2014-07-13T11:49:37.884Z,176.22552999999999201,-36.76617199999999741,2.20813460000000017,188.75000000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.40400540000000001,214.90846999999999412,0.65050909999999995,0.00000000000000000
2014p468485,earthquake,2014-06-23T08:09:12.001Z,2014-06-25T01:49:58.102Z,174.91623999999998773,-36.77059500000000014,1.21270459999999991,6.93359379999999970,M,,NonLinLoc,confirmed,manual,nz3drx,16,12,10,0.17028567999999999,108.77003999999999451,0.32941456000000002,0.00000000000000000
2014p465633,outside of network interest,2014-06-22T06:48:45.863Z,2014-06-24T05:39:23.397Z,173.84604999999999109,-37.60561100000000323,3.41307939999999999,404.37500000000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,11,1.19888949999999994,270.59352999999998701,0.98575469999999998,0.00000000000000000
2014p459683,quarry blast,2014-06-20T01:59:11.269Z,2014-06-23T01:46:30.640Z,174.98965999999998644,-37.10189100000000195,1.50435380000000007,9.04296880000000058,ML,,NonLinLoc,confirmed,manual,nz3drx,11,9,7,0.08113342100000000,125.65977999999999781,0.12797591000000000,0.40374812999999998
2014p438296,,2014-06-12T04:04:13.417Z,2014-06-12T20:41:39.278Z,175.07334000000000174,-37.59421700000000044,2.23721350000000019,5.11718750000000000,M,,NonLinLoc,confirmed,manual,nz3drx,11,9,6,0.36330842000000002,136.27792999999999779,0.39275426000000002,0.00000000000000000
2014p436514,earthquake,2014-06-11T12:15:00.591Z,2014-06-13T06:26:23.318Z,175.43170000000000641,-37.96347800000000206,3.04140679999999985,160.15625000000000000,M,,NonLinLoc,confirmed,manual,nz3drx,16,10,7,1.34387079999999992,251.34614999999999441,0.37438105999999999,0.00000000000000000
2014p423147,outside of network interest,2014-06-06T13:31:48.572Z,2014-06-09T03:30:09.588Z,175.65216000000000918,-37.00891099999999767,4.04983070000000023,515.53747999999995955,M,,LOCSAT,confirmed,manual,iasp91,8,8,6,4.02224209999999971,344.51877000000001772,0.30400197000000001,0.00000000000000000
2014p422084,,2014-06-06T04:06:36.108Z,2014-06-06T04:10:11.119Z,175.15055000000000973,-37.58244700000000194,1.90691180000000005,18.24218799999999874,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.31287752000000002,110.41447999999999752,0.25412169000000001,0.00000000000000000
2014p416780,,2014-06-04T05:00:48.881Z,2014-06-04T05:04:24.375Z,175.12145000000001005,-37.58237400000000150,1.92092960000000001,15.89843800000000051,M,,NonLinLoc,,automatic,nz3drx,18,18,10,0.33331629000000002,112.35478000000000520,0.43761440000000001,0.00000000000000000
2014p414826,,2014-06-03T11:39:23.863Z,2014-06-03T11:42:36.156Z,175.57839000000001306,-37.91299899999999923,2.32756480000000021,190.62500000000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,7,1.34070749999999994,242.87801999999999225,0.33785382000000003,0.00000000000000000
2014p414209,earthquake,2014-06-03T06:11:02.697Z,2014-06-06T05:08:02.936Z,175.79776000000001090,-37.64636899999999997,2.74827930000000009,5.01750000000000007,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,32,27,21,0.22655119000000001,105.25959000000000287,0.62087873000000005,0.00000000000000000
2014p404154,,2014-05-30T12:53:30.675Z,2014-05-30T13:37:26.988Z,175.01034000000001356,-36.52358900000000119,1.75709000000000004,5.23437500000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.16464593999999999,95.38411600000000590,0.24764315000000001,0.00000000000000000
2014p374119,,2014-05-19T10:10:29.867Z,2014-05-19T10:16:50.715Z,174.99208999999999037,-37.30440200000000317,2.78803210000000012,146.56250000000000000,M,,NonLinLoc,,automatic,nz3drx,29,29,19,1.79440240000000006,259.71976999999998270,0.84777250999999998,0.00000000000000000
2014p373782,,2014-05-19T07:11:19.554Z,2014-05-19T07:14:48.090Z,174.54436000000001172,-38.01187000000000182,2.51736359999999992,5.23437500000000000,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.55511436000000003,175.13451000000000590,0.49248804000000002,0.00000000000000000
2014p355794,earthquake,2014-05-12T15:27:10.937Z,2014-05-15T06:34:46.603Z,174.84376000000000317,-36.41574599999999862,2.45842459999999985,5.05499999999999972,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,18,15,10,0.18667081999999999,111.35157999999999845,0.43381001000000002,0.00000000000000000
2014p311954,,2014-04-26T10:09:21.478Z,2014-04-26T10:11:48.948Z,175.20734999999999104,-37.88815000000000310,2.51891730000000003,63.12500000000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.50650561000000005,243.55665999999999372,0.67556134000000001,0.00000000000000000
2014p309132,earthquake,2014-04-25T09:05:43.881Z,2014-04-25T09:23:01.965Z,174.94461000000001150,-36.35473999999999961,2.33335399999999993,5.00000000000000000,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,11,0.26291757999999998,125.79479000000000610,0.18450121000000000,0.00000000000000000
2014p308873,earthquake,2014-04-25T06:47:45.098Z,2014-04-25T07:04:43.803Z,174.93538000000000920,-36.34486400000000117,2.03367660000000017,5.00000000000000000,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,11,0.26980611999999998,127.54881000000000313,0.23067044000000000,0.00000000000000000
2014p307213,,2014-04-24T16:03:07.112Z,2014-04-24T19:51:15.299Z,174.90290999999999144,-36.44555499999999881,1.35014699999999999,8.86718750000000000,M,,NonLinLoc,confirmed,manual,nz3drx,11,10,7,0.16752971000000000,255.71147999999999456,0.13253032000000001,0.00000000000000000
2014p292370,earthquake,2014-04-19T04:15:17.045Z,2014-04-21T20:57:22.401Z,176.00928999999999292,-37.23616899999999674,2.71662790000000021,285.31250000000000000,M,,NonLinLoc,confirmed,manual,nz3drx,22,16,13,1.31984750000000006,262.58722999999997683,0.49659534999999999,0.00000000000000000
2014p288081,earthquake,2014-04-17T14:09:25.265Z,2014-04-19T00:46:51.253Z,176.12883999999999673,-36.60642200000000201,3.29371940000000007,409.06250000000000000,M,,NonLinLoc,confirmed,manual,nz3drx,44,26,18,1.71265540000000005,279.98540000000002692,0.59441781999999999,0.00000000000000000
2014p283327,,2014-04-15T19:56:58.573Z,2014-04-15T19:59:04.193Z,174.55761999999998579,-38.02187299999999937,2.74790169999999989,5.11718750000000000,M,,NonLinLoc,,automatic,nz3drx,19,19,11,0.54172288999999996,160.10343000000000302,0.62371860000000001,0.00000000000000000
2014p244791,,2014-04-01T13:44:44.174Z,2014-04-01T13:48:00.692Z,175.10813999999999169,-37.93176900000000273,2.70709059999999990,136.25000000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,7,1.39895640000000010,272.17162999999999329,1.02448370000000000,0.00000000000000000
2014p243445,,2014-04-01T01:47:29.193Z,2014-04-01T01:50:49.460Z,175.48475999999999431,-37.82005199999999689,2.73682310000000006,169.06250000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.62606185999999997,261.88315999999997530,0.34242652000000001,0.00000000000000000
2014p184641,,2014-03-10T07:36:38.896Z,2014-03-10T07:38:50.117Z,175.57097999999999161,-37.97279600000000244,2.47720200000000013,181.25000000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.92510071999999999,272.63988999999997986,0.27239131999999999,0.00000000000000000
2014p172656,,2014-03-05T21:11:33.775Z,2014-03-05T21:15:06.323Z,175.48311000000001059,-37.92671899999999852,2.83821879999999993,260.93750000000000000,M,,NonLinLoc,,automatic,nz3drx,19,19,14,1.31230169999999990,251.34854999999998881,0.38025689000000001,0.00000000000000000
2014p165314,earthquake,2014-03-03T03:59:35.281Z,2014-03-06T01:44:50.787Z,175.05845999999999663,-37.59667300000000267,2.17856259999999979,5.14499999999999957,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,10,8,7,0.37337996000000001,138.00335000000001173,0.27643633000000001,0.00000000000000000
2014p162252,,2014-03-02T00:48:13.541Z,2014-03-02T00:51:38.434Z,175.72203999999999269,-37.69403299999999746,2.55604580000000015,212.18750000000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,13,1.11742349999999990,270.72410000000002128,0.30982897999999998,0.00000000000000000
2014p151808,,2014-02-26T04:03:44.336Z,2014-02-26T04:05:24.994Z,175.07268999999999437,-37.59920100000000076,1.97829539999999993,5.11718750000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.36201950999999999,136.54220000000000823,0.25487808000000001,0.00000000000000000
2014p137542,,2014-02-20T21:22:59.409Z,2014-02-20T21:26:16.841Z,175.75212999999999397,-37.63828000000000173,2.46375339999999987,209.37500000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,9,1.21931849999999997,276.98014000000000578,0.44758404000000002,0.00000000000000000
2014p119369,,2014-02-14T04:00:06.369Z,2014-02-14T04:02:51.524Z,175.07133999999999219,-37.59832500000000266,2.14936719999999992,5.11718750000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.36331243000000002,136.65459999999998786,0.27209541999999998,0.00000000000000000
2014p116634,,2014-02-13T03:43:04.422Z,2014-02-13T03:44:56.713Z,175.75462999999999170,-37.71380299999999863,2.04695640000000001,5.11718750000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.19522967999999999,101.82407999999999504,0.26113023000000002,0.00000000000000000
2014p090960,,2014-02-03T15:43:30.086Z,2014-02-03T15:45:17.700Z,175.47108000000000061,-37.64954300000000131,2.48602480000000003,98.75000000000000000,M,,NonLinLoc,,automatic,nz3drx,20,20,12,0.79380043000000000,304.11766000000000076,1.70631219999999995,0.00000000000000000
2014p070957,,2014-01-27T06:06:27.354Z,2014-01-27T06:09:09.516Z,175.94683000000000561,-36.98080199999999707,2.94076739999999992,64.06250000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.81960432999999999,145.47807000000000244,0.49377312000000001,0.00000000000000000
2014p049150,earthquake,2014-01-19T04:26:56.343Z,2014-01-27T22:30:29.371Z,175.99306999999998880,-36.88222400000000079,3.69759949999999993,352.81250000000000000,ML,,NonLinLoc,confirmed,manual,nz3drx,26,20,13,0.25290368000000002,168.30514999999999759,0.63632825000000004,0.48283992999999997
2014p043011,,2014-01-16T21:56:21.484Z,2014-01-16T21:59:02.669Z,175.76171999999999684,-37.65525199999999728,2.52362950000000019,195.31250000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.23432696000000000,272.54034000000001470,0.22654026999999999,0.00000000000000000
2014p022913,,2014-01-09T11:28:05.710Z,2014-01-09T11:29:23.801Z,175.68703999999999610,-37.78965000000000174,1.85769450000000003,76.25000000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.67129483000000001,244.49051000000000045,0.73508980999999995,0.00000000000000000
2014p005110,,2014-01-02T21:22:48.715Z,2014-01-03T18:15:54.263Z,173.97805999999999926,-35.84590899999999891,2.35914849999999987,7.86493399999999987,M,,LOCSAT,confirmed,manual,iasp91,15,11,9,0.31242543000000000,176.91632000000001312,0.30658145999999997,0.00000000000000000
2013p929854,quarry blast,2013-12-11T01:06:44.000Z,2015-09-27T21:49:25.404Z,175.06999999999999318,-37.61999999999999744,1.62943063599999993,0.00000000000000000,MLv,,,confirmed,manual,,0,0,5,0.00000000000000000,0.00000000000000000,0.40685570720000003,0.37748782660000002
2013p889640,quarry blast,2013-11-26T04:00:37.000Z,2015-09-11T02:47:34.246Z,175.06999999999999318,-37.61999999999999744,1.80834279699999989,0.00000000000000000,M,,,confirmed,manual,,0,0,7,0.00000000000000000,0.00000000000000000,0.76219721500000004,0.00000000000000000
2013p886687,,2013-11-25T01:47:00.835Z,2013-11-25T01:50:30.140Z,175.64357999999998583,-37.85833000000000226,2.63015640000000017,247.81250000000000000,M,,NonLinLoc,,automatic,nz3drx,21,21,17,1.20950390000000008,275.98212999999998374,0.40712238000000001,0.00000000000000000
2013p878714,,2013-11-22T02:59:01.098Z,2013-11-22T03:00:40.822Z,175.07768999999998982,-37.59435299999999813,1.93706479999999992,5.11718750000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,8,0.36007615999999998,135.81093000000001325,0.28312329000000003,0.00000000000000000
2013p858560,,2013-11-14T16:00:41.915Z,2013-11-14T16:02:37.598Z,175.69192000000001030,-37.74978500000000281,2.29165229999999998,87.50000000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.51746683999999998,282.03242999999997664,5.06873739999999984,0.00000000000000000
2013p848109,,2013-11-10T19:12:44.694Z,2013-11-10T19:15:49.140Z,175.27969999999999118,-38.05382099999999923,2.57120280000000001,242.18750000000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,11,1.43787259999999995,258.31078999999999724,0.30375957999999997,0.00000000000000000
2013p823602,earthquake,2013-11-01T17:35:24.482Z,2015-08-26T03:23:08.109Z,176.04411319999999819,-37.16976928999999785,1.97645954999999995,5.00000000000000000,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,9,6,0.49513548610000002,190.30599979999999505,0.37651033099999998,0.00000000000000000
2013p790288,,2013-10-20T09:45:41.285Z,2013-10-20T09:49:12.086Z,175.04481999999998720,-37.52286500000000302,2.74388360000000020,168.12500000000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.88684284999999996,280.89134000000001379,0.49973859999999998,0.00000000000000000
2013p708098,earthquake,2013-09-19T23:55:06.737Z,2015-06-24T03:01:17.963Z,174.52350640000000226,-36.85247662999999818,1.47716823900000005,5.41015625000000000,M,,NonLinLoc,confirmed,manual,nz3drx,17,9,9,0.09021701502000000,233.06965439999999035,0.28473075120000002,0.00000000000000000
2013p697341,quarry blast,2013-09-16T00:23:19.545Z,2016-07-18T22:27:23.982Z,175.00695799999999736,-37.13351821999999913,1.61339605100000005,0.00000000000000000,M,,LOCSAT,confirmed,manual,iasp91,9,9,7,0.10175168510000000,136.54963680000000181,0.21033992739999999,0.00000000000000000
2013p690704,,2013-09-13T13:27:11.111Z,2013-09-13T13:30:29.165Z,175.31533999999999196,-37.95820400000000205,2.56316580000000016,130.62500000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.69715925999999995,279.83071000000001050,0.36070457000000000,0.00000000000000000
2013p669367,,2013-09-05T15:58:48.762Z,2013-09-05T16:00:38.308Z,175.59057999999998856,-37.86168700000000342,2.57238670000000003,5.46875000000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.62691892000000005,271.18358000000000629,0.72863591999999999,0.00000000000000000
2013p657968,,2013-09-01T10:45:05.063Z,2013-09-01T10:47:00.170Z,175.55376999999998588,-37.35864600000000024,2.72022090000000016,121.25000000000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.90701456999999996,318.84751999999997452,1.41751849999999990,0.00000000000000000
